id	Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
line157	GOTERM_BP_FAT	GO:0033673~negative regulation of kinase activity	19	2.067464635	0.040283054	CAV3, CAV1, TAF7, ZNF675, LRRC15, PRKCD, PKIA, TRIB1, CORO1C, CDKN2A, SFRP1, LRRTM3, CD300A, CDK5RAP3, RTN4RL2, PTPN1, NR2F2, DUSP8, ADAR	754	254	16650	1.651820213	1	0.881833358	55.0645109
line158	GOTERM_BP_FAT	GO:0022600~digestive system process	9	0.979325354	0.040503021	CHRM5, ABCG5, ACO1, VIL1, NPC1L1, TFF1, MUC6, MUC13, MUC4	754	86	16650	2.310930849	1	0.881123402	55.26446198
line159	GOTERM_MF_FAT	GO:0005261~cation channel activity	22	2.39390642	0.041154627	KCND3, JPH3, HPN, TRPM6, TRPM5, SCN3A, CACNG3, TMC1, GRIN3A, KCNIP2, KCNJ11, KCNJ13, KCNQ3, KCNK9, SLC24A4, P2RX1, GRM7, P2RX2, KCNH2, MTMR6, PKDREJ, SCN4A	706	306	15478	1.576200263	1	0.934062432	49.63064229
line160	GOTERM_BP_FAT	GO:0032268~regulation of cellular protein metabolic process	124	13.49292709	0.041197768	CAST, NCBP2, CNDP1, ATP6AP2, WNT3A, RBM3, GNA12, CNOT2, TNFSF14, SYNCRIP, BMP15, WNT1, CDKN2A, DIRAS3, CTGF, TARDBP, ASPH, MADD, PKIA, WFDC13, RELT, ARRB2, PSMA3, WFDC2, FGD2, CAV3, CAV1, FGR, PKHD1, MST1, TRPT1, PSMA7, MTIF2, CCL4, UHMK1, LIF, HCRTR1, PSMB6, FGA, EIF3H, KLKB1, DIABLO, TAF9, KLB, PAIP1, TAF7, EPRS, CORO1C, HDAC5, SFRP1, P2RX1, TSC1, EPHA8, CD300A, PTPN1, SYNGAP1, ZNF385A, PDCD6, EIF4E2, PPP2R3C, DNAJB6, ADAR, NRP1, TSG101, ZNF675, TERF2IP, LRRC15, PDCD2, ACVR1C, YBX2, HSF1, SPINT2, CDK5RAP3, PSMD5, NR2F2, MT3, ANGPT4, ACO1, VIL1, UBE2I, INHA, GRM1, CDK5, PRKCD, EIF4A3, PDCL3, INHBE, PSME2, CPAMD8, TXN, WNT9B, CNTN2, PLA2G6, BUB1B, SUSD4, SERPINB4, KSR1, PTAFR, USP4, TRIB1, TNFRSF1A, N4BP1, MEFV, MPV17L2, LRRTM3, RTN4RL2, HRG, CD4, THBS1, CRIM1, HRC, HPN, FLT3, FETUB, BIRC7, ILF3, SOD1, CDKN3, PPP1R9A, POLDIP3, RASSF2, USP47, DUSP8, VLDLR	754	2346	16650	1.167176593	1	0.883407432	55.89046258
line161	GOTERM_BP_FAT	GO:0031324~negative regulation of cellular metabolic process	124	13.49292709	0.041224454	CAST, CNOT2, TNFSF14, SYNCRIP, ZNF254, CBX5, WNT1, PGP, CDKN2A, TARDBP, OLIG2, TWIST2, RELA, PKIA, HNRNPU, WFDC13, HOXD9, ARRB2, SIX1, PSMA3, ZNF431, WFDC2, CAV3, CAV1, EID2, TNRC18, MST1, PSMA7, CCL4, LIF, MEIS2, PSMB6, TAF9, DMBX1, AEBP2, ESRRA, PCIF1, RFX5, GRXCR1, TAF7, EPRS, FOXP2, CORO1C, HDAC5, TSC1, SFRP1, CD300A, LTB4R2, PTPN1, EIF4E2, DNAJB6, ADAR, HIST4H4, NIF3L1, TSG101, ZNF12, ZNF675, TERF2IP, LRRC15, SSX4B, CDC45, HSF1, DYNLL1, SPINT2, POU4F2, CDK5RAP3, PSMD5, NR2F2, MT3, NFX1, ZNF281, APCS, SP100, ARID5B, VIL1, SF1, UBE2I, INHA, PRKCD, CDK5, MXD3, PURB, EIF4A3, PDCL3, PSME2, CPAMD8, GRM7, PFDN5, TXN, BUB1B, SUSD4, SERPINB4, CUX2, LIMS1, USP2, USP4, GLIS1, TRIM13, POU1F1, ITM2C, TRIB1, PRDM13, UGT1A9, ANKRD33, N4BP1, HAND1, LRRTM3, MEG3, RTN4RL2, HRG, CC2D1B, THBS1, FOXD1, CRIM1, TERF1, FETUB, BIRC7, SIRT5, ILF3, SMC3, RASSF2, USP47, DUSP8, VLDLR	754	2345	16650	1.167674323	1	0.881502638	55.91434199
line162	GOTERM_BP_FAT	GO:0007611~learning or memory	17	1.849836779	0.042026161	JPH3, NTF4, NRXN1, NPAS4, DBH, NTSR1, CDK5, FOXP2, EIF4A3, MEIS2, GRM7, CNTN2, PLA2G6, CUX2, SYNGAP1, ZNF385A, VLDLR	754	220	16650	1.706353991	1	0.884393309	56.62602558
line163	GOTERM_BP_FAT	GO:0001738~morphogenesis of a polarized epithelium	12	1.305767138	0.042517318	GPC4, WNT1, PSMB6, SFRP1, ARRB2, PSME2, RSPO3, PSMA3, WNT9B, PSMD5, PSMA7, RAB10	754	135	16650	1.962864721	1	0.88533322	57.05663191
line164	GOTERM_BP_FAT	GO:0007612~learning	12	1.305767138	0.042517318	EIF4A3, JPH3, MEIS2, GRM7, CNTN2, NPAS4, NRXN1, NTSR1, SYNGAP1, DBH, CDK5, FOXP2	754	135	16650	1.962864721	1	0.88533322	57.05663191
line165	GOTERM_BP_FAT	GO:0006935~chemotaxis	35	3.808487486	0.042546184	NRP1, WNT3A, MST1, TNFSF14, DEFB4A, CCL4, FOLR2, SEMA3G, BCL11B, MEG3, POU4F2, HRG, ROBO2, THBS1, DEFB1, USP33, FOXD1, RALBP1, KIF5C, DPYSL5, PADI2, NRXN1, PRKCD, OR1D2, CDK5, CCR8, ITGA9, ARRB2, EPHA8, CXCL16, LTB4R2, CNTN2, PLA2G6, EPYC, PTAFR	754	552	16650	1.400141276	1	0.883503016	57.08181274
line166	GOTERM_CC_FAT	GO:0070062~extracellular exosome	150	16.32208923	0.042601986	LDHB, POTEKP, S100A6, ALDH1L1, SLC22A13, ATP6AP2, WNT3A, WNT1, HMCN1, VPS13C, HTRA1, RNASE7, IGLV6-57, GNG2, ROBO2, MUC13, GNG7, F11, ABCC11, KRT13, LYPLA1, ST13, RELT, KRT15, PSMA3, NEU1, VAMP2, RAB10, VPS26A, MDH2, WFDC2, FXYD2, PAM, FGR, GGCT, PKHD1, MST1, KMO, EPHA10, ATP6V1B1, PSMA7, LGALS3BP, KRT28, PSMB6, FGA, FOLR1, EIF3H, KLKB1, PABPC3, RNF11, TMED10, DEFB1, LPO, SEC11A, AK2, TAX1BP1, KRT32, MUC4, REEP5, LGALS7B, SFRP1, CD300A, CD209, ALDH2, MYH14, PDCD6, MYLK, DUT, SLC5A12, UQCRC2, PTGES3, HIST4H4, SLC5A5, ARSF, TSG101, ESD, LRRC15, PDCD2, FAM168B, GPC4, AKR1C4, SLK, DYNLL1, SEMA3G, DNAJC11, SLC25A3, KLK11, NT5E, AHNAK, IAH1, ARL1, NLRP4, APCS, STX2, ACO1, VIL1, PRG2, PADI2, IGFALS, PIGR, WLS, PRKCD, CD84, PFDN2, TARS, EVPL, PSME2, TXN, SERPINB4, CAND1, PLLP, CA2, CUX2, CA1, SMS, C9, GPRC5C, NDUFB9, ATP6V1G1, ITM2C, CPN2, SUMO3, UGT1A9, PPP2CB, FAT2, HSPA4, HRG, RTN4RL2, C2, FUT2, THBS1, CRIM1, MARS, DPT, ACTB, RNASE1, HPN, TMC8, FETUB, COL15A1, ATP5F1, SOD1, CD19, CDH16, NEB, MEP1A, MAT2B, SH3BGRL3, TRMT112, ORM2	679	2811	14527	1.14165945	1	0.995913464	48.49774749
line167	GOTERM_BP_FAT	GO:0044070~regulation of anion transport	9	0.979325354	0.042916754	SLC17A3, GRM7, TTYH1, AVPR1A, PLA2G6, CA2, NTSR1, THBS1, PTAFR	754	87	16650	2.284368426	1	0.883727332	57.40383199
line168	GOTERM_BP_FAT	GO:1903524~positive regulation of blood circulation	9	0.979325354	0.042916754	CAV1, FGA, CTGF, AVPR1A, PLA2G6, NOS2, DBH, PTAFR, HRC	754	87	16650	2.284368426	1	0.883727332	57.40383199
line169	GOTERM_BP_FAT	GO:0071417~cellular response to organonitrogen compound	31	3.373231774	0.0430947	CSH1, SLC5A5, CAV1, AP3S1, ATP6V1G1, ATP6V1B1, KCNJ11, WNT1, HSF1, FOLR2, FOLR1, GNG2, GNG7, GPR173, ESRRA, CYP11A1, RELA, ADIPOR1, SOD1, PRKCD, CRHR1, HDAC5, SFRP1, TSC1, DENND4C, CA2, PTPN1, ATP6V1G3, VAMP2, RAB10, PTAFR	754	477	16650	1.435113358	1	0.882805874	57.55764858
line170	GOTERM_BP_FAT	GO:0019748~secondary metabolic process	7	0.761697497	0.043120448	ARL1, SLC45A2, PAM, AKR1C4, CYP1A1, CYP11A1, KMO	754	57	16650	2.711852576	1	0.880981159	57.57986126
line171	GOTERM_BP_FAT	GO:0007045~cell-substrate adherens junction assembly	7	0.761697497	0.043120448	CORO1C, LIMS1, TSC1, SFRP1, TESK2, HRG, THBS1	754	57	16650	2.711852576	1	0.880981159	57.57986126
line172	GOTERM_BP_FAT	GO:0048041~focal adhesion assembly	7	0.761697497	0.043120448	CORO1C, LIMS1, TSC1, SFRP1, TESK2, HRG, THBS1	754	57	16650	2.711852576	1	0.880981159	57.57986126
line173	GOTERM_BP_FAT	GO:0042330~taxis	35	3.808487486	0.043286964	NRP1, WNT3A, MST1, TNFSF14, DEFB4A, CCL4, FOLR2, SEMA3G, BCL11B, MEG3, POU4F2, HRG, ROBO2, THBS1, DEFB1, USP33, FOXD1, RALBP1, KIF5C, DPYSL5, PADI2, NRXN1, PRKCD, OR1D2, CDK5, CCR8, ITGA9, ARRB2, EPHA8, CXCL16, LTB4R2, CNTN2, PLA2G6, EPYC, PTAFR	754	553	16650	1.397609374	1	0.880005878	57.72324911
line174	GOTERM_BP_FAT	GO:0010771~negative regulation of cell morphogenesis involved in differentiation	11	1.19695321	0.04330268	CORO1C, HPN, NRP1, SFRP1, SEMA3G, WNT3A, ADIPOR1, SYNGAP1, SDHAF2, CDK5, MT3	754	119	16650	2.041214364	1	0.878127944	57.73675898
line175	GOTERM_BP_FAT	GO:0032543~mitochondrial translation	11	1.19695321	0.04330268	MRPS26, MRPL41, MRPL28, MPV17L2, MRPS22, TSFM, MRPL49, MRPL37, MTIF2, AARS2, MRPL35	754	119	16650	2.041214364	1	0.878127944	57.73675898
line176	GOTERM_MF_FAT	GO:0038023~signaling receptor activity	79	8.596300326	0.043476011	JPH3, OR5H1, NRP1, TAS2R4, OR1A2, GPR161, TLR1, GRIN3A, LGR6, VIPR2, ACVR1C, GPC4, VN1R2, GPR45, NMUR2, MC5R, MAS1L, ROBO2, NR2F2, TAAR2, GPR173, OR2S2, GPR176, ZP2, GPR171, RXFP3, ADIPOR1, NRXN1, PIGR, NTSR1, GRM1, OR51G1, OR1D2, OR1S2, OR2W1, CRHR1, TAS2R16, CCR8, CHRM5, SSTR3, RELT, OR52K2, OR2H1, GRM7, KCNH2, KLRC1, PTAFR, OR1C1, GPRC5C, EPHA10, OR1L3, OR5A1, GPR142, HCRTR1, TNFRSF1A, OR56B1, FCN1, HLA-DRB4, CD4, HLA-DOA, IL1RAPL2, CRIM1, ESRRA, OR5P2, FLT3, BRS3, OR2F1, P2RX1, SFRP1, EPHA8, CD300A, P2RX2, LTB4R2, AVPR1A, OR8D2, OR51A7, VLDLR, RHO, MTNR1A	706	1417	15478	1.222270647	1	0.935360547	51.58411362
line177	GOTERM_BP_FAT	GO:1901888~regulation of cell junction assembly	8	0.870511425	0.043734663	CORO1C, CAV1, LIMS1, TSC1, SLK, SFRP1, HRG, THBS1	754	72	16650	2.453580902	1	0.878765203	58.10648858
line178	GOTERM_BP_FAT	GO:0007517~muscle organ development	25	2.720348205	0.044166435	CAV3, MEF2B, EID2, CAV1, USP2, WNT3A, ELN, HOXD10, LIF, ANKRD33, HAND1, MEG3, NR2F2, ARID5B, MYLPF, TNNI3, CDK5, FOXP2, HOXD9, NEB, ARRB2, P2RX2, SIX1, MYH14, MYLK	754	366	16650	1.508348915	1	0.879389459	58.47297072
line179	GOTERM_MF_FAT	GO:0005507~copper ion binding	7	0.761697497	0.044363866	PAM, S100A5, RNF7, DBH, SOD1, SCO2, MT3	706	57	15478	2.692361215	1	0.930682264	52.31227264
line180	GOTERM_BP_FAT	GO:0023051~regulation of signaling	158	17.19260065	0.044742851	ATP1B2, ATP6AP2, WNT3A, GNA12, CNOT2, TNFSF14, BMP15, RGL2, WNT1, SHD, CDKN2A, HTRA1, CTGF, TARDBP, ASPH, GNG7, MADD, RELA, HRK, NTSR1, CRHR1, RELT, ARRB2, PSMA3, VAMP2, DBN1, NEK6, FGD2, CAV3, FXYD2, MFNG, EID2, CAV1, FGR, MCL1, PKHD1, MST1, PSMA7, SDHAF2, CCL4, LIF, RASAL1, HCRTR1, PSMB6, FGA, FOLR1, HLA-DRB4, TAF9, KLB, CIDEA, TNNI3, TAX1BP1, SFRP1, TSC1, CD300A, EPHA8, P2RX2, AVPR1A, PTPN1, PIP4K2A, SYNGAP1, ZNF385A, PDCD6, RHO, ADAR, JPH3, SPIN1, METAP2, NRP1, CORIN, TSG101, GPR161, LY86, CXORF36, ZNF675, TERF2IP, LRRC15, LGR6, RHOV, KCNJ11, ACVR1C, DYNLL1, HSF1, RSPO3, MGLL, POU4F2, SNAP47, CDK5RAP3, NOS2, GPHB5, PSMD5, MT3, RBBP4, SP100, RALBP1, PADI2, ADIPOR1, UBE2I, CACNG3, INHA, NRXN1, NPAS4, WLS, GRM1, CDK5, PRKCD, EIF4A3, INHBE, PSME2, GRM7, PFDN5, TXN, SRGAP3, CNTN2, PLA2G6, CA2, CUX2, KSR1, CTNND2, BRSK2, TRIM13, POU1F1, ITM2C, FAM13B, HSH2D, TRIB1, GLRX2, TNFRSF1A, SHISA9, LRRTM3, PLEKHG6, OXCT1, PPP2CB, MEG3, VWC2, CD4, RTN4RL2, HRG, DDIT4L, THBS1, USP33, FOXD1, HRC, WDFY1, ERH, TMC8, FLT3, BIRC7, GDPD5, DBH, SOD1, PLEKHF1, PPP1R9A, CD19, GOLPH3, RASSF2, USP47, DUSP8	754	3070	16650	1.136479493	1	0.880843718	58.95748665
line181	GOTERM_MF_FAT	GO:0015079~potassium ion transmembrane transporter activity	13	1.414581066	0.045070787	FXYD2, HPN, KCND3, TRPM5, ATP1B2, KCNIP2, KCNJ11, KCNJ13, KCNK9, KCNQ3, SLC24A4, MTMR6, KCNH2	706	152	15478	1.875037274	1	0.925327422	52.88467687
line182	GOTERM_BP_FAT	GO:1904385~cellular response to angiotensin	4	0.435255713	0.045291791	CAV1, HSF1, CA2, PRKCD	754	18	16650	4.907161804	1	0.882104703	59.41391869
line183	GOTERM_BP_FAT	GO:0007186~G-protein coupled receptor signaling pathway	71	7.725788901	0.045689309	NXPH3, OR5H1, METAP2, TAS2R4, GPR161, OR1A2, GNA12, LGR6, VIPR2, VN1R2, TMEM145, HOMER3, GPR45, NMUR2, MC5R, MGLL, MAS1L, GNG2, GPHB5, TAAR2, GNG7, GPR173, OR2S2, GPR176, GPR171, RXFP3, ADIPOR1, NTSR1, GRM1, OR51G1, OR1D2, OR1S2, OR2W1, CRHR1, TAS2R16, CCR8, CHRM5, SSTR3, ARRB2, OR52K2, OR2H1, GRM7, CNTN2, PYY2, CA2, PTAFR, CAV1, OR1C1, GPRC5C, OR1L3, GAST, DEFB4A, OR5A1, CCL4, GPR142, HCRTR1, FCN1, OR56B1, DEFB1, MLN, SPNS3, OR5P2, BRS3, OR2F1, SFRP1, LTB4R2, AVPR1A, OR8D2, OR51A7, RHO, MTNR1A	754	1261	16650	1.24332926	1	0.882485019	59.74143549
line184	GOTERM_BP_FAT	GO:0046513~ceramide biosynthetic process	7	0.761697497	0.046336153	ST6GALNAC5, TNFRSF1A, P2RX1, PLA2G6, ST8SIA3, ST8SIA2, PRKCD	754	58	16650	2.665096497	1	0.884242925	60.26902047
line185	GOTERM_BP_FAT	GO:0007610~behavior	35	3.808487486	0.046631421	JPH3, USP2, HOXD10, HCRTR1, MEIS2, IAPP, NMUR2, THBS1, DMBX1, NTF4, BRS3, NPAS4, NRXN1, DBH, NTSR1, SOD1, GRM1, CDK5, FOXP2, HOXD9, EIF4A3, TSC1, ARRB2, GRM7, P2RX2, CNTN2, AVPR1A, PLA2G6, MYH14, PYY2, CUX2, SYNGAP1, ZNF385A, MTNR1A, VLDLR	754	557	16650	1.387572682	1	0.884038066	60.50766343
line186	GOTERM_MF_FAT	GO:0001664~G-protein coupled receptor binding	19	2.067464635	0.046932257	RTP1, WNT3A, USP4, GNA12, WLS, DEFB4A, CCL4, WNT1, SFRP1, ARRB2, HOMER3, RSPO3, CXCL16, FCN1, WNT9B, AVPR1A, PYY2, DEFB1, USP33	706	257	15478	1.620804444	1	0.92511009	54.36123972
line187	GOTERM_BP_FAT	GO:0043009~chordate embryonic development	36	3.917301415	0.047653345	GPR161, ATP6AP2, WNT3A, GNA12, CNOT2, HOXD1, HOXD10, LIF, WNT1, HOXA3, HSF1, HAND1, SPINT2, FOLR1, RSPO3, HOXC5, NR2F2, ITPK1, SEC24D, SCO2, ERCC2, CCNB1IP1, UBE2A, LMX1B, MMP16, MBNL1, HOXD9, EIF4A3, SFRP1, TSC1, MEOX1, SIX1, WNT9B, EIF4E2, DNAJB6, ADAR	754	577	16650	1.377747335	1	0.887737724	61.32315362
line188	GOTERM_BP_FAT	GO:0044387~negative regulation of protein kinase activity by regulation of protein phosphorylation	3	0.326441785	0.047706881	CORO1C, CDK5RAP3, ADAR	754	8	16650	8.280835544	1	0.886242241	61.36543209
line189	GOTERM_BP_FAT	GO:1902510~regulation of apoptotic DNA fragmentation	3	0.326441785	0.047706881	CDKN2A, HSF1, CIDEA	754	8	16650	8.280835544	1	0.886242241	61.36543209
line190	GOTERM_BP_FAT	GO:0050818~regulation of coagulation	9	0.979325354	0.048024617	F11, CAV1, FGA, STX2, KLKB1, HRG, STAB2, THBS1, PRKCD	754	89	16650	2.233034304	1	0.886151986	61.61545107
line191	GOTERM_MF_FAT	GO:0015267~channel activity	31	3.373231774	0.048058344	FXYD2, JPH3, SCN3A, MCL1, GRIN3A, KCNIP2, SLC26A1, KCNJ11, GJC3, KCNJ13, KCNQ3, KCNK9, SLC24A4, NMUR2, TTYH1, TIMM23B, MTMR6, TRPM6, KCND3, HPN, TRPM5, CACNG3, TMC1, AQP10, P2RX1, SLC17A3, GRM7, P2RX2, KCNH2, PKDREJ, SCN4A	706	478	15478	1.421817772	1	0.921860477	55.23327311
line192	GOTERM_BP_FAT	GO:0051928~positive regulation of calcium ion transport	10	1.088139282	0.04821558	CAV1, CD19, ARRB2, WNT3A, P2RX2, CD4, ASPH, NTSR1, CCL4, MYLK	754	105	16650	2.103069344	1	0.885396252	61.76497646
line193	GOTERM_MF_FAT	GO:0071723~lipopeptide binding	3	0.326441785	0.048325666	TLR1, CD1B, CD1A	706	8	15478	8.22131728	1	0.915007212	55.43797492
line194	GOTERM_MF_FAT	GO:0033691~sialic acid binding	3	0.326441785	0.048325666	FCN1, ST8SIA3, ST8SIA2	706	8	15478	8.22131728	1	0.915007212	55.43797492
line195	GOTERM_BP_FAT	GO:0010952~positive regulation of peptidase activity	13	1.414581066	0.048828332	CAV1, WNT3A, ACVR1C, PDCD2, CDKN2A, P2RX1, MEFV, HSF1, PSME2, CTGF, DIABLO, ASPH, PDCD6	754	155	16650	1.852057842	1	0.886851197	62.2410436
line196	GOTERM_MF_FAT	GO:0022803~passive transmembrane transporter activity	31	3.373231774	0.04883648	FXYD2, JPH3, SCN3A, MCL1, GRIN3A, KCNIP2, SLC26A1, KCNJ11, GJC3, KCNJ13, KCNQ3, KCNK9, SLC24A4, NMUR2, TTYH1, TIMM23B, MTMR6, TRPM6, KCND3, HPN, TRPM5, CACNG3, TMC1, AQP10, P2RX1, SLC17A3, GRM7, P2RX2, KCNH2, PKDREJ, SCN4A	706	479	15478	1.418849468	1	0.909247284	55.82669054
line197	GOTERM_CC_FAT	GO:0043230~extracellular organelle	150	16.32208923	0.049201924	LDHB, POTEKP, S100A6, ALDH1L1, SLC22A13, ATP6AP2, WNT3A, WNT1, HMCN1, VPS13C, HTRA1, RNASE7, IGLV6-57, GNG2, ROBO2, MUC13, GNG7, F11, ABCC11, KRT13, LYPLA1, ST13, RELT, KRT15, PSMA3, NEU1, VAMP2, RAB10, VPS26A, MDH2, WFDC2, FXYD2, PAM, FGR, GGCT, PKHD1, MST1, KMO, EPHA10, ATP6V1B1, PSMA7, LGALS3BP, KRT28, PSMB6, FGA, FOLR1, EIF3H, KLKB1, PABPC3, RNF11, TMED10, DEFB1, LPO, SEC11A, AK2, TAX1BP1, KRT32, MUC4, REEP5, LGALS7B, SFRP1, CD300A, CD209, ALDH2, MYH14, PDCD6, MYLK, DUT, SLC5A12, UQCRC2, PTGES3, HIST4H4, SLC5A5, ARSF, TSG101, ESD, LRRC15, PDCD2, FAM168B, GPC4, AKR1C4, SLK, DYNLL1, SEMA3G, DNAJC11, SLC25A3, KLK11, NT5E, AHNAK, IAH1, ARL1, NLRP4, APCS, STX2, ACO1, VIL1, PRG2, PADI2, IGFALS, PIGR, WLS, PRKCD, CD84, PFDN2, TARS, EVPL, PSME2, TXN, SERPINB4, CAND1, PLLP, CA2, CUX2, CA1, SMS, C9, GPRC5C, NDUFB9, ATP6V1G1, ITM2C, CPN2, SUMO3, UGT1A9, PPP2CB, FAT2, HSPA4, HRG, RTN4RL2, C2, FUT2, THBS1, CRIM1, MARS, DPT, ACTB, RNASE1, HPN, TMC8, FETUB, COL15A1, ATP5F1, SOD1, CD19, CDH16, NEB, MEP1A, MAT2B, SH3BGRL3, TRMT112, ORM2	679	2826	14527	1.135599686	1	0.995760884	53.65125261
line198	GOTERM_BP_FAT	GO:0035587~purinergic receptor signaling pathway	5	0.544069641	0.049584713	P2RX1, GPR171, P2RX2, CNTN2, PTAFR	754	31	16650	3.561649696	1	0.888997105	62.82094788
line199	GOTERM_BP_FAT	GO:0007267~cell-cell signaling	83	9.031556039	0.049689288	SPIN1, JPH3, NRP1, ATP6AP2, WNT3A, SYT3, LGR6, KCNIP2, VIPR2, KCNJ11, ACVR1C, BTK, GPC4, WNT1, KCNQ3, IAPP, CTGF, NMUR2, TARDBP, RSPO3, SNAP47, GNG2, NOS2, PSMD5, GPHB5, CHAT, GPR176, STX2, INHA, NPAS4, WLS, NRXN1, NTSR1, GRM1, CDK5, CRHR1, EIF4A3, CHRM5, SSTR3, ARRB2, PSME2, GRM7, OTOF, PFDN5, PSMA3, TXN, CNTN2, WNT9B, PLA2G6, CA2, PYY2, CUX2, VAMP2, FCHSD1, VPS26A, DBN1, CAV1, CTNND2, BRSK2, PCDHB13, PSMA7, CCL4, SDHAF2, LIF, HCRTR1, PSMB6, SHISA9, FGA, FOLR1, OXCT1, HLA-DRB4, MEG3, FOXD1, MLN, NTF4, DBH, PPP1R9A, P2RX1, SFRP1, P2RX2, SYT14, PHEX, SYNGAP1	754	1517	16650	1.208190464	1	0.88782071	62.90045544
line200	GOTERM_BP_FAT	GO:0060135~maternal process involved in female pregnancy	7	0.761697497	0.049696793	LIF, PAM, UBE2A, PLA2G6, NR2F2, STOX2, DAZAP1	754	59	16650	2.61992537	1	0.886153728	62.90615501
line201	GOTERM_BP_FAT	GO:0001736~establishment of planar polarity	11	1.19695321	0.049848456	GPC4, WNT1, PSMB6, SFRP1, ARRB2, PSME2, RSPO3, PSMA3, WNT9B, PSMD5, PSMA7	754	122	16650	1.991020568	1	0.885224865	63.02116103
line202	GOTERM_BP_FAT	GO:0007164~establishment of tissue polarity	11	1.19695321	0.049848456	GPC4, WNT1, PSMB6, SFRP1, ARRB2, PSME2, RSPO3, PSMA3, WNT9B, PSMD5, PSMA7	754	122	16650	1.991020568	1	0.885224865	63.02116103
line203	GOTERM_BP_FAT	GO:1901701~cellular response to oxygen-containing compound	53	5.767138194	0.049870526	CSH1, SLC5A5, WNT3A, LY86, AP3S1, KCNJ11, BTK, WNT1, AKR1C4, HSF1, GNG2, NOS2, MT3, GNG7, GPR173, CYP11A1, RELA, KRT13, ADIPOR1, CDK6, NPAS4, PRKCD, HNRNPU, CRHR1, CHRM5, SSTR3, TXN, WNT9B, PLA2G6, VAMP2, CA2, ATP6V1G3, RAB10, PTAFR, CAV1, ATP6V1G1, ATP6V1B1, GLRX2, TRIB1, FOLR2, FOLR1, OXCT1, HLA-DRB4, ESRRA, GJB6, SOD1, HDAC5, SFRP1, TSC1, CXCL16, AVPR1A, DENND4C, PTPN1	754	912	16650	1.28328738	1	0.883635841	63.03786842
line204	GOTERM_MF_FAT	GO:0015036~disulfide oxidoreductase activity	5	0.544069641	0.050656564	GRXCR1, TXN, STAB2, SH3BGRL3, GLRX2	706	31	15478	3.536050443	1	0.909502553	57.18600418
line205	GOTERM_MF_FAT	GO:0051117~ATPase binding	8	0.870511425	0.051071775	CAV1, ATP1B2, BRSK2, NOP58, TAF9, ATP6V1G3, ATP6V1G1, HRC	706	74	15478	2.370109486	1	0.903586684	57.49055092
line206	GOTERM_CC_FAT	GO:1903561~extracellular vesicle	150	16.32208923	0.051170511	LDHB, POTEKP, S100A6, ALDH1L1, SLC22A13, ATP6AP2, WNT3A, WNT1, HMCN1, VPS13C, HTRA1, RNASE7, IGLV6-57, GNG2, ROBO2, MUC13, GNG7, F11, ABCC11, KRT13, LYPLA1, ST13, RELT, KRT15, PSMA3, NEU1, VAMP2, RAB10, VPS26A, MDH2, WFDC2, FXYD2, PAM, FGR, GGCT, PKHD1, MST1, KMO, EPHA10, ATP6V1B1, PSMA7, LGALS3BP, KRT28, PSMB6, FGA, FOLR1, EIF3H, KLKB1, PABPC3, RNF11, TMED10, DEFB1, LPO, SEC11A, AK2, TAX1BP1, KRT32, MUC4, REEP5, LGALS7B, SFRP1, CD300A, CD209, ALDH2, MYH14, PDCD6, MYLK, DUT, SLC5A12, UQCRC2, PTGES3, HIST4H4, SLC5A5, ARSF, TSG101, ESD, LRRC15, PDCD2, FAM168B, GPC4, AKR1C4, SLK, DYNLL1, SEMA3G, DNAJC11, SLC25A3, KLK11, NT5E, AHNAK, IAH1, ARL1, NLRP4, APCS, STX2, ACO1, VIL1, PRG2, PADI2, IGFALS, PIGR, WLS, PRKCD, CD84, PFDN2, TARS, EVPL, PSME2, TXN, SERPINB4, CAND1, PLLP, CA2, CUX2, CA1, SMS, C9, GPRC5C, NDUFB9, ATP6V1G1, ITM2C, CPN2, SUMO3, UGT1A9, PPP2CB, FAT2, HSPA4, HRG, RTN4RL2, C2, FUT2, THBS1, CRIM1, MARS, DPT, ACTB, RNASE1, HPN, TMC8, FETUB, COL15A1, ATP5F1, SOD1, CD19, CDH16, NEB, MEP1A, MAT2B, SH3BGRL3, TRMT112, ORM2	679	2825	14527	1.136001668	1	0.993104283	55.0924839
line207	GOTERM_BP_FAT	GO:0061045~negative regulation of wound healing	7	0.761697497	0.053203281	F11, APCS, FGA, KLKB1, HRG, THBS1, PRKCD	754	60	16650	2.576259947	1	0.898047421	65.48027819
line208	GOTERM_BP_FAT	GO:0042775~mitochondrial ATP synthesis coupled electron transport	9	0.979325354	0.053512554	UQCRC2, UQCRC1, NDUFA6, NDUFB9, COX7B, SDHD, COQ9, NDUFC1, SDHAF2	754	91	16650	2.183956627	1	0.897866702	65.69899536
